floor_area_m2,storeys,structural_type,wall_material,region,finish_quality,total_blocks,total_cement_bags,total_sand_m3,total_aggregate_m3,total_cost_ghs
77.16,3,bungalow,clay_brick,Greater Accra,standard,1928,343.67,36.003,15.99,72172.92
355.29,1,storey_building,compressed_earth_block,Central,standard,2671,481.9,50.512,24.421,67315.24
87.31,2,commercial_block,clay_brick,Central,standard,1568,276.0,28.909,12.473,51342.41
196.02,4,warehouse,compressed_earth_block,Northern,standard,5897,1040.45,108.992,47.931,138212.32
215.93,2,bungalow,clay_brick,Ashanti,premium,3425,614.76,64.418,29.72,130517.32
591.8,1,warehouse,compressed_earth_block,Central,standard,5100,900.66,94.343,41.117,139312.22
459.73,1,commercial_block,sandcrete_block,Western,standard,3532,659.04,69.119,36.169,110043.58
384.18,4,storey_building,clay_brick,Central,standard,12402,2256.59,236.542,114.897,388059.77
249.4,1,storey_building,compressed_earth_block,Western,standard,2032,372.79,39.081,19.302,63983.39
526.69,1,commercial_block,clay_brick,Western,standard,4200,783.13,82.138,43.291,135118.51
466.13,3,storey_building,compressed_earth_block,Ashanti,standard,12332,2164.02,226.6,93.282,358702.03
86.79,2,storey_building,clay_brick,Ashanti,standard,1275,236.71,24.822,12.703,44976.65
225.63,3,warehouse,clay_brick,Ashanti,premium,5035,929.77,97.478,48.525,213173.75
129.32,4,warehouse,compressed_earth_block,Ashanti,standard,4162,766.59,80.376,40.424,120055.58
343.37,2,bungalow,clay_brick,Eastern,premium,6193,1091.45,114.308,48.509,229696.59
512.11,3,bungalow,sandcrete_block,Eastern,standard,12058,2159.57,226.302,105.006,340547.23
451.65,1,warehouse,sandcrete_block,Northern,standard,3693,676.0,70.863,34.563,94429.64
79.33,4,bungalow,compressed_earth_block,Northern,standard,2976,527.68,55.274,24.176,71306.55
93.87,1,bungalow,clay_brick,Greater Accra,standard,865,151.92,15.915,6.998,29963.96
525.52,3,storey_building,compressed_earth_block,Greater Accra,standard,11656,2129.77,223.243,107.976,405410.33
447.13,1,commercial_block,sandcrete_block,Greater Accra,standard,3110,572.07,59.976,29.781,109189.72
350.81,3,bungalow,clay_brick,Greater Accra,premium,9546,1693.54,177.398,77.455,413091.58
42.03,1,bungalow,sandcrete_block,Greater Accra,standard,374,67.67,7.093,3.384,14730.26
47.28,4,storey_building,sandcrete_block,Ashanti,standard,1789,311.75,32.649,13.811,51211.02
149.11,2,warehouse,clay_brick,Western,standard,2390,429.29,44.981,20.572,77473.27
199.52,1,storey_building,compressed_earth_block,Ashanti,premium,1809,314.92,32.972,13.341,66159.24
489.07,3,commercial_block,sandcrete_block,Western,premium,11667,2117.04,221.918,108.047,402912.78
212.9,2,warehouse,sandcrete_block,Greater Accra,standard,3004,548.39,57.487,28.152,99466.65
467.51,2,commercial_block,sandcrete_block,Greater Accra,premium,8375,1464.53,153.389,65.632,365209.14
338.68,1,storey_building,compressed_earth_block,Greater Accra,standard,2698,483.76,50.694,23.583,86475.74
275.79,1,bungalow,sandcrete_block,Western,standard,2461,439.37,46.037,21.051,72439.74
318.31,4,storey_building,sandcrete_block,Greater Accra,premium,9904,1763.26,184.744,83.682,447432.96
80.08,1,commercial_block,compressed_earth_block,Northern,standard,647,114.78,12.024,5.367,15386.89
214.28,2,bungalow,compressed_earth_block,Western,standard,3712,661.85,69.341,31.201,102737.1
164.9,1,commercial_block,clay_brick,Ashanti,standard,1285,233.23,24.444,11.632,40701.93
331.63,1,storey_building,compressed_earth_block,Eastern,standard,2696,482.01,50.499,22.705,70038.6
259.92,4,bungalow,clay_brick,Greater Accra,standard,8356,1509.19,158.144,73.061,316417.78
413.5,4,storey_building,sandcrete_block,Western,standard,12700,2288.11,239.779,111.739,380807.25
286.98,1,commercial_block,clay_brick,Greater Accra,premium,2379,428.25,44.877,20.851,119384.91
574.39,1,storey_building,sandcrete_block,Northern,premium,4202,772.66,81.005,40.255,147591.57
190.37,4,bungalow,clay_brick,Eastern,premium,6935,1226.1,128.452,57.372,252307.34
402.86,4,bungalow,clay_brick,Northern,standard,14497,2552.55,267.342,114.205,402727.43
96.45,4,warehouse,compressed_earth_block,Greater Accra,standard,2886,519.17,54.402,25.065,96509.44
516.16,2,commercial_block,clay_brick,Western,standard,7853,1416.0,148.403,70.237,254456.65
500.1,3,warehouse,sandcrete_block,Central,premium,12193,2209.28,231.536,109.096,394016.83
187.86,4,bungalow,sandcrete_block,Greater Accra,standard,5911,1075.12,112.694,54.508,187648.84
427.45,4,warehouse,clay_brick,Greater Accra,standard,14918,2644.88,277.051,121.052,542800.43
292.64,2,commercial_block,clay_brick,Greater Accra,standard,5091,899.02,94.168,40.849,165956.64
285.96,3,storey_building,compressed_earth_block,Central,standard,6550,1196.0,125.355,59.935,190242.68
287.6,2,warehouse,sandcrete_block,Northern,standard,5066,918.04,96.215,45.567,135395.81
519.34,3,warehouse,clay_brick,Greater Accra,premium,13857,2479.84,259.835,118.534,665165.3
40.36,3,warehouse,compressed_earth_block,Eastern,standard,1119,197.65,20.703,8.992,30315.69
593.25,1,commercial_block,clay_brick,Northern,premium,4355,806.08,84.523,42.97,174933.5
101.41,3,storey_building,compressed_earth_block,Central,standard,2234,418.45,43.89,23.19,64206.78
305.15,1,bungalow,clay_brick,Eastern,premium,2608,458.82,48.058,20.727,99475.72
536.1,2,bungalow,sandcrete_block,Ashanti,standard,10581,1788.65,187.17,68.416,320716.73
232.66,1,warehouse,sandcrete_block,Ashanti,premium,2020,360.67,37.78,16.528,77490.76
546.52,4,bungalow,sandcrete_block,Northern,premium,18301,3285.27,344.267,159.906,599757.11
211.95,4,storey_building,sandcrete_block,Ashanti,standard,6734,1235.17,129.505,64.994,219965.42
264.95,3,warehouse,clay_brick,Northern,premium,6492,1177.94,123.458,58.767,220904.62
491.35,2,bungalow,sandcrete_block,Greater Accra,premium,8029,1443.85,151.305,70.5,352015.54
563.91,4,bungalow,clay_brick,Greater Accra,standard,17082,3064.03,321.089,149.508,616657.6
377.43,3,warehouse,clay_brick,Western,standard,10992,1898.77,198.796,79.887,320012.63
414.33,2,warehouse,compressed_earth_block,Northern,standard,6472,1190.3,124.811,63.418,172603.09
369.85,2,bungalow,clay_brick,Eastern,standard,6118,1106.58,115.97,54.568,177149.13
69.01,3,commercial_block,sandcrete_block,Western,standard,1976,338.4,35.425,13.842,57674.84
217.89,4,bungalow,clay_brick,Greater Accra,standard,5825,1113.97,116.873,64.03,231527.68
174.67,2,storey_building,clay_brick,Ashanti,standard,3142,544.45,57.012,23.607,96557.92
482.78,4,commercial_block,clay_brick,Ashanti,standard,15008,2698.74,282.862,135.473,455264.28
143.3,4,bungalow,clay_brick,Western,premium,4669,822.73,86.174,37.191,187810.18
461.09,4,storey_building,sandcrete_block,Ashanti,standard,14988,2636.09,276.093,118.033,480193.78
74.06,1,bungalow,clay_brick,Ashanti,standard,670,118.13,12.373,5.312,21837.14
517.22,4,commercial_block,clay_brick,Eastern,premium,17195,3068.41,321.515,147.427,632853.29
499.05,4,commercial_block,compressed_earth_block,Northern,standard,17790,3124.84,327.303,141.363,468066.73
133.68,3,commercial_block,sandcrete_block,Ashanti,standard,3370,606.83,63.596,29.955,103487.12
90.48,1,warehouse,sandcrete_block,Ashanti,premium,685,124.88,13.092,6.448,26991.97
300.18,2,storey_building,clay_brick,Ashanti,standard,4213,776.26,81.372,39.696,135559.02
72.71,2,commercial_block,compressed_earth_block,Central,standard,1252,219.78,23.019,9.811,31401.47
483.76,2,storey_building,clay_brick,Eastern,standard,8791,1574.44,164.965,75.023,253636.64
333.89,3,commercial_block,sandcrete_block,Northern,standard,8655,1551.05,162.52,74.382,226979.32
354.9,1,warehouse,clay_brick,Central,premium,2737,493.19,51.687,24.354,110396.12
51.28,1,bungalow,clay_brick,Central,standard,473,82.93,8.685,3.67,14440.79
281.3,2,storey_building,compressed_earth_block,Western,standard,5108,899.38,94.203,40.679,136274.45
444.84,2,warehouse,sandcrete_block,Ashanti,standard,7739,1422.38,149.133,74.818,225394.92
202.57,1,storey_building,compressed_earth_block,Eastern,standard,1598,288.54,30.242,14.386,42360.63
450.1,3,warehouse,clay_brick,Ashanti,standard,10589,1924.1,201.674,96.842,371763.52
490.4,1,storey_building,compressed_earth_block,Eastern,standard,3513,662.12,69.461,37.619,94366.52
355.73,1,storey_building,sandcrete_block,Central,standard,2768,515.03,54.018,28.417,81917.11
41.08,1,commercial_block,sandcrete_block,Greater Accra,standard,398,67.72,7.087,2.696,11669.44
515.66,4,commercial_block,clay_brick,Ashanti,standard,17452,3142.4,329.357,157.268,557200.45
264.04,4,bungalow,clay_brick,Ashanti,standard,9134,1648.76,172.79,81.284,303502.67
346.33,3,commercial_block,sandcrete_block,Central,standard,8378,1504.57,157.668,73.33,252495.85
409.86,4,storey_building,clay_brick,Ashanti,premium,15124,2703.52,283.257,128.175,641579.7
117.76,1,commercial_block,clay_brick,Central,standard,891,162.33,17.02,8.522,27936.74
318.71,4,bungalow,clay_brick,Greater Accra,standard,10666,1910.29,200.172,92.293,364252.6
530.42,4,storey_building,sandcrete_block,Western,premium,19725,3360.9,351.816,137.034,701713.82
99.36,1,storey_building,clay_brick,Ashanti,standard,735,133.48,13.989,6.605,23237.81
120.27,3,commercial_block,clay_brick,Greater Accra,standard,2738,494.3,51.809,24.801,95207.07
405.02,2,bungalow,clay_brick,Western,standard,6149,1137.88,119.313,60.518,186503.15
597.91,4,commercial_block,clay_brick,Western,standard,18319,3281.26,343.787,155.478,530333.49
141.0,3,warehouse,sandcrete_block,Western,premium,3422,599.92,62.826,26.368,120737.32
382.85,2,storey_building,compressed_earth_block,Ashanti,premium,6594,1173.43,122.937,55.171,249085.23
443.91,4,bungalow,compressed_earth_block,Ashanti,standard,16474,2894.68,303.195,130.888,500531.8
546.9,2,warehouse,sandcrete_block,Western,standard,8015,1499.14,157.226,82.076,246315.68
500.07,4,storey_building,clay_brick,Eastern,standard,16399,2934.97,307.526,140.497,441116.53
571.78,1,warehouse,sandcrete_block,Central,standard,5331,926.01,96.966,40.044,142577.62
581.42,3,warehouse,compressed_earth_block,Greater Accra,standard,15677,2821.84,295.718,138.402,513449.53
260.0,2,warehouse,clay_brick,Western,standard,4126,733.44,76.839,34.368,124938.08
246.9,2,storey_building,sandcrete_block,Eastern,standard,4588,797.7,83.525,34.082,119700.73
96.53,3,commercial_block,clay_brick,Northern,standard,2313,431.97,45.304,23.652,67376.8
205.22,3,warehouse,clay_brick,Central,standard,4543,858.61,90.075,48.91,147405.25
220.11,3,commercial_block,compressed_earth_block,Eastern,standard,4926,886.59,92.907,43.143,124894.71
572.59,3,commercial_block,clay_brick,Northern,standard,13003,2397.72,251.422,128.093,383233.56
449.44,4,warehouse,sandcrete_block,Western,standard,12631,2304.02,241.527,118.228,376165.22
258.67,1,warehouse,compressed_earth_block,Greater Accra,standard,2003,362.4,37.981,18.019,66232.17
179.99,2,warehouse,sandcrete_block,Western,standard,2542,481.23,50.487,27.573,76960.76
333.32,3,storey_building,clay_brick,Northern,standard,7594,1388.12,145.516,71.317,235352.42
578.73,1,warehouse,sandcrete_block,Northern,standard,5008,898.53,94.159,43.82,130378.42
446.42,4,bungalow,compressed_earth_block,Eastern,standard,17103,2962.47,310.225,129.044,410977.24
85.23,2,warehouse,compressed_earth_block,Central,premium,1441,257.42,26.973,12.399,53684.93
154.83,1,commercial_block,compressed_earth_block,Greater Accra,standard,1427,251.2,26.313,11.521,46154.36
431.59,1,storey_building,sandcrete_block,Western,standard,3159,590.39,61.92,32.441,99038.56
141.77,2,bungalow,compressed_earth_block,Western,standard,2671,461.43,48.312,19.476,71212.37
586.67,3,bungalow,clay_brick,Eastern,premium,12876,2506.96,263.146,152.983,514426.91
503.75,1,storey_building,clay_brick,Central,standard,4573,820.58,85.982,39.435,135408.15
123.91,1,bungalow,clay_brick,Central,premium,839,155.49,16.303,8.21,31222.24
537.1,2,storey_building,clay_brick,Eastern,standard,8965,1615.95,169.358,80.16,260133.85
522.99,1,bungalow,compressed_earth_block,Greater Accra,standard,4124,746.92,78.291,37.834,150015.91
112.66,1,commercial_block,compressed_earth_block,Greater Accra,premium,1116,194.35,20.353,8.512,41172.72
370.34,3,commercial_block,clay_brick,Western,standard,9092,1596.0,167.144,70.446,309905.32
236.17,3,bungalow,sandcrete_block,Greater Accra,standard,6637,1165.82,122.1,51.932,218020.66
499.05,2,bungalow,clay_brick,Central,premium,8994,1621.2,169.887,78.862,406063.35
72.99,4,bungalow,compressed_earth_block,Central,standard,2740,485.13,50.822,22.488,70380.26
305.47,1,commercial_block,compressed_earth_block,Greater Accra,standard,2617,464.75,48.693,22.035,78881.05
571.8,4,commercial_block,clay_brick,Northern,standard,18068,3251.11,340.742,162.032,527903.68
427.27,4,commercial_block,clay_brick,Ashanti,standard,13081,2405.04,252.143,125.208,433795.24
306.19,4,warehouse,clay_brick,Greater Accra,standard,8878,1612.01,168.967,81.456,332662.26
445.21,3,bungalow,compressed_earth_block,Northern,standard,10047,1880.75,197.267,104.293,276168.69
209.82,3,bungalow,compressed_earth_block,Eastern,standard,5633,986.08,103.278,44.119,139197.04
140.99,2,commercial_block,clay_brick,Greater Accra,premium,2518,442.74,46.37,19.763,107749.16
554.76,2,storey_building,clay_brick,Northern,standard,7423,1418.29,148.8,81.45,224955.91
47.82,2,bungalow,compressed_earth_block,Central,standard,884,152.74,15.994,6.591,21490.32
117.34,1,bungalow,sandcrete_block,Greater Accra,standard,1007,184.14,19.302,9.38,37448.45
172.32,2,storey_building,clay_brick,Ashanti,standard,3159,541.81,56.712,21.779,99407.94
314.04,2,warehouse,compressed_earth_block,Greater Accra,premium,5460,965.17,101.108,44.68,216749.62
367.08,2,bungalow,compressed_earth_block,Eastern,standard,6030,1086.48,113.869,53.977,158121.68
408.78,4,commercial_block,compressed_earth_block,Ashanti,premium,14612,2519.81,263.828,106.745,483434.54
173.19,3,commercial_block,clay_brick,Northern,standard,4546,828.85,86.877,41.774,134217.0
102.78,4,storey_building,compressed_earth_block,Central,standard,4125,711.39,74.481,29.923,102175.28
316.59,1,commercial_block,sandcrete_block,Eastern,standard,2637,473.12,49.575,22.728,71204.74
145.12,2,commercial_block,sandcrete_block,Ashanti,standard,2575,465.04,48.733,22.688,83100.95
207.18,3,commercial_block,compressed_earth_block,Ashanti,standard,5876,1036.84,108.615,47.857,157294.73
421.58,4,bungalow,compressed_earth_block,Central,premium,13768,2482.69,260.167,121.027,486293.16
524.78,3,bungalow,sandcrete_block,Western,standard,14219,2485.88,260.296,106.808,362328.87
181.26,1,warehouse,clay_brick,Ashanti,standard,1321,243.51,25.535,13.056,44505.9
445.5,2,bungalow,clay_brick,Eastern,premium,6670,1233.22,129.301,64.968,256800.03
60.81,3,warehouse,compressed_earth_block,Central,standard,1446,258.1,27.046,12.491,37962.8
84.28,4,storey_building,clay_brick,Greater Accra,standard,3168,555.23,58.152,24.839,112030.7
551.13,1,warehouse,sandcrete_block,Northern,standard,4962,872.3,91.359,38.919,122708.66
141.82,4,storey_building,sandcrete_block,Western,standard,5434,937.19,98.124,39.617,161691.39
161.97,3,bungalow,sandcrete_block,Northern,premium,4099,740.28,77.578,36.256,135518.72
347.62,3,storey_building,clay_brick,Central,standard,8961,1556.88,163.026,67.252,272434.6
188.41,2,storey_building,sandcrete_block,Western,standard,3194,582.94,61.102,29.462,97129.77
163.72,3,bungalow,sandcrete_block,Greater Accra,standard,3611,677.02,71.001,36.829,129853.74
299.67,1,commercial_block,clay_brick,Eastern,standard,2776,481.95,50.463,20.516,77673.76
424.23,4,commercial_block,clay_brick,Western,standard,14149,2488.62,260.669,112.964,421574.96
59.55,4,storey_building,sandcrete_block,Central,standard,1763,326.9,34.28,17.61,57108.79
598.27,2,storey_building,sandcrete_block,Ashanti,standard,10370,1785.79,186.945,73.547,317984.55
263.97,2,warehouse,clay_brick,Western,standard,4789,855.94,89.692,41.437,147229.29
206.29,4,bungalow,clay_brick,Western,standard,6950,1252.15,131.209,60.588,240756.09
370.61,1,warehouse,clay_brick,Greater Accra,standard,2746,516.27,54.152,28.76,102248.69
185.2,1,warehouse,compressed_earth_block,Western,standard,1328,245.87,25.773,12.532,39439.56
67.74,2,bungalow,sandcrete_block,Central,standard,1196,213.95,22.417,10.215,32623.28
385.59,2,commercial_block,compressed_earth_block,Greater Accra,standard,5608,1028.12,107.767,52.047,178788.16
594.09,2,bungalow,compressed_earth_block,Northern,standard,10995,1910.64,200.057,81.621,263196.7
359.0,3,bungalow,clay_brick,Eastern,standard,7300,1379.8,144.743,77.872,219813.82
85.88,4,storey_building,compressed_earth_block,Central,standard,3370,588.56,61.637,25.912,85970.74
459.77,2,bungalow,sandcrete_block,Eastern,standard,7304,1329.45,139.357,67.725,197944.78
308.36,3,commercial_block,clay_brick,Eastern,standard,6503,1188.89,124.636,61.478,196874.38
373.03,2,storey_building,clay_brick,Central,standard,6247,1128.41,118.263,56.025,205054.79
320.34,4,warehouse,compressed_earth_block,Central,standard,11307,2009.16,210.496,94.595,294092.24
271.83,4,commercial_block,compressed_earth_block,Northern,standard,10047,1772.04,185.639,82.368,251801.61
46.02,4,bungalow,compressed_earth_block,Greater Accra,premium,1452,261.49,27.406,12.999,59628.11
407.31,2,bungalow,compressed_earth_block,Eastern,standard,7248,1271.45,133.152,55.904,194864.09
392.93,3,bungalow,clay_brick,Ashanti,standard,9058,1669.69,175.074,88.709,292509.8
173.2,1,storey_building,compressed_earth_block,Central,standard,1486,266.03,27.873,12.597,38547.49
421.04,2,storey_building,compressed_earth_block,Western,standard,7325,1284.06,134.48,57.031,184329.67
429.22,4,storey_building,clay_brick,Northern,standard,13857,2525.08,264.692,128.919,373801.42
323.57,3,commercial_block,compressed_earth_block,Eastern,standard,7314,1308.36,137.1,63.363,193867.9
